index,brand,Model,gpu_type,Vram,processor_brand,processor_tier,ram_memory,primary_storage_type,primary_storage_capacity,is_touch_screen,display_size,resolution_width,resolution_height,OS,Price
507,lenovo,Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,TRUE,14,1920,1200,windows,58990
508,lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1080,windows,60190
509,fujitsu,Fujitsu UH-X 4ZR1M37246 Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1200,windows,73990
510,lenovo,Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 7,16,TRUE,512,FALSE,14,1920,1200,windows,64190
511,lenovo,Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,41990
512,lenovo,Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,44990
513,lenovo,Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ DOS),integrated,0,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,dos,45490
514,asus,Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB TRUE/ Win 11/ 4 GB Graphics),dedicated,4,intel,core i5,16,TRUE,512,FALSE,16,1920,1200,windows,75990
515,asus,Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB TRUE/ Win 11/ 4 GB Graphics),dedicated,4,intel,core i5,16,TRUE,512,FALSE,16,1920,1200,windows,75990
516,asus,Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB TRUE/ Win 11/ 6GB Graphics),dedicated,6,intel,core i5,16,TRUE,512,FALSE,16,1920,1200,windows,94369
517,msi,MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,62990
518,lenovo,Lenovo Thinkpad E15 21E6S0W700 Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,47490
519,msi,MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,intel,core i7,16,TRUE,512,FALSE,15.6,1920,1080,windows,94990
520,acer,Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,FALSE,14,1366,768,windows,36990
521,acer,Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,14,1366,768,windows,41990
522,asus,Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,40926
523,asus,Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,71600
524,asus,Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,14,1920,1080,windows,33990
525,hp,HP Omen 16-xf0043AX Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB TRUE/ Win11/ 8GB Graph),dedicated,8,amd,ryzen 9,32,TRUE,1024,FALSE,16.1,2560,1440,windows,182990
526,dell,Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,37490
527,dell,Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,1024,FALSE,14,1920,1080,windows,85990
528,asus,Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,57990
529,hp,HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,58070
530,fujitsu,Fujitsu UH-X 4ZR1L73352 2-in-1 Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,1024,TRUE,14,1920,1200,windows,109990
531,hp,HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB TRUE/ Win 11),integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,15.6,1920,1080,windows,31990
532,hp,HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB TRUE/ Win 11/ 8 GB Graphics),dedicated,8,intel,core i7,16,TRUE,512,FALSE,16.1,1920,1080,windows,152990
533,lenovo,Lenovo IdeaPad Gaming 3i 82K101GTIN Laptop (11th Gen Core i5/ 8 GB RAM/ 512 GB TRUE/ Win 11/ 4 GB Graphics),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,58850
534,dell,Dell Alienware x15 R2 D569947WIN9 Gaming Laptop (12th Gen Core i9/ 32 GB RAM/ 1 TB TRUE/ Win 11/ 8 GB Graphics),dedicated,8,intel,core i9,32,TRUE,1024,FALSE,15.6,1920,1080,windows,223275
535,asus,Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB TRUE/ Win 11/ 4 GB Graphics),dedicated,4,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,59990
536,lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,1024,FALSE,14,1920,1200,windows,63990
537,wings,Wings Nuvobook S2 Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1080,1920,windows,26990
538,acer,Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,14,1920,1200,windows,41490
539,lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,16,1920,1200,windows,70190
540,lenovo,Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,36690
541,lenovo,Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1200,windows,67190
542,infinix,Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win 11 Home),integrated,0,intel,core i7,16,TRUE,512,FALSE,14,1920,1080,windows,44990
543,lenovo,Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,46990
544,dell,Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,1024,FALSE,15.6,1920,1080,windows,45870
545,dell,Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,38349
546,lenovo,Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,FALSE,16,1920,1080,windows,84190
547,lenovo,Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,FALSE,14,1920,1200,windows,86990
548,dell,Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,1024,FALSE,13.3,2560,1600,windows,98990
549,dell,Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 3,8,TRUE,512,FALSE,15.6,1920,1080,windows,32990
550,dell,Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,1024,FALSE,13.3,2560,1600,windows,87490
551,dell,Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB TRUE/ Win11),integrated,0,amd,ryzen 5,8,TRUE,1024,FALSE,15.6,1920,1080,windows,47990
552,dell,Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB TRUE/ Win11),integrated,0,intel,core i5,8,TRUE,1024,TRUE,14,1920,1200,windows,77490
553,dell,Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,14,1920,1080,windows,41433
554,hp,HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,74950
555,dell,Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,1024,TRUE,14,1920,1200,windows,87290
556,dell,Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Pro),integrated,0,intel,core i5,8,TRUE,512,FALSE,14,1920,1080,windows,60490
557,lenovo,Lenovo Yoga 6 82WV0058IN Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1200,windows,77990
558,asus,Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB TRUE/ Win11 / 4GB Graph),dedicated,4,intel,core i7,16,TRUE,1024,FALSE,15.6,1920,1080,windows,89990
559,msi,MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB TRUE/ Win11/ 6GB Graph),dedicated,6,intel,core i7,16,TRUE,1024,FALSE,15.6,1920,1080,windows,96990
560,msi,MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11/ 8GB Graph),dedicated,8,intel,core i7,16,TRUE,512,FALSE,15.6,1920,1080,windows,104990
561,msi,MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,intel,core i7,16,TRUE,1024,FALSE,17.3,1920,1080,windows,149990
562,msi,MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,intel,core i7,8,TRUE,1024,FALSE,17.3,2560,1440,windows,149990
563,msi,MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,intel,core i7,8,TRUE,1024,FALSE,17.3,1920,1080,windows,114990
564,msi,MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,55990
565,msi,MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,58990
566,msi,MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,55990
567,msi,MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,intel,core i9,16,TRUE,1024,FALSE,17.3,1920,1080,windows,199990
568,hp,HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,intel,core i7,16,TRUE,512,FALSE,15.6,1920,1080,windows,119400
569,hp,HP Victus  15-fa1060TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,99999
570,lenovo,Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,37500
571,hp,HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,intel,core i9,32,TRUE,1024,FALSE,16.1,2560,1600,windows,239299
572,hp,HP Omen 16-wf0052TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,intel,core i5,16,TRUE,512,FALSE,16.1,1920,1080,windows,132599
573,hp,HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,50999
574,asus,Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,14,1920,1080,windows,37588
575,asus,Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,36990
576,lenovo,Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 5,16,TRUE,512,FALSE,14,1920,1200,windows,58990
577,hp,HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,TRUE,13.3,2880,1800,windows,105036
578,lenovo,Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,43990
579,hp,HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 6GB Graph),dedicated,6,intel,core i5,16,TRUE,512,FALSE,16.1,1920,1080,windows,101800
580,asus,Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i7,16,TRUE,512,FALSE,16,1920,1200,windows,94990
581,asus,Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,69990
582,acer,Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB TRUE/ Win11/ 8GB Graph),dedicated,8,intel,core i9,16,TRUE,1024,FALSE,16,2560,1600,windows,159990
583,asus,Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 7,16,TRUE,512,FALSE,15.6,1920,1080,windows,72990
584,msi,MSI Prestige 16 A13UCX-250IN Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11/ 4GB Graphic),dedicated,4,intel,core i7,16,TRUE,1024,FALSE,16,2560,1600,windows,119990
585,hp,HP Victus 15-fb0134AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,56490
586,dell,Dell Inspiron 3520 IN3520KTMFJ001ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,37281
587,lenovo,Lenovo IdeaPad Slim 5 82XD003PIN Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1200,windows,69494
588,asus,Asus VivoBook 15 X1500EA-EJ326WS Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,32790
589,lenovo,Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11/ 8GB Graph),dedicated,8,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,97990
590,hp,HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,TRUE,14,1920,1080,windows,78100
591,lenovo,Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11/ 6GB Graph),dedicated,6,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,91490
592,hp,HP 15s-fr2515TU Laptop (11th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,36790
593,lenovo,Lenovo LOQ 15APH8 82XT004HIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB TRUE/ Win11/ 6GB Graph),dedicated,6,amd,ryzen 7,16,TRUE,512,FALSE,15.6,1920,1080,windows,88527
594,asus,Asus Vivobook 15 X1502ZA-EJ545WS Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,59990
595,msi,MSI Vector GP68HX 13VH-072IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB TRUE/ Win11/ 12GB Graph),dedicated,12,intel,core i9,32,TRUE,1024,FALSE,16,2560,1600,windows,299990
596,lenovo,Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB TRUE/ Win11/ 6GB Graph),dedicated,6,amd,ryzen 7,16,TRUE,512,FALSE,15.6,1920,1080,windows,99990
597,hp,HP Omen 16-wf0111TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,intel,core i7,16,TRUE,1024,FALSE,16.1,1920,1080,windows,146990
598,lenovo,Lenovo LOQ 15APH8 82XT009CIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB TRUE/ Win11/ 8GB Graph),dedicated,8,amd,ryzen 7,16,TRUE,512,FALSE,15.6,1920,1080,windows,109990
599,hp,HP Omen 16-xf0059AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB TRUE/ Win11/ 8GB Graph),dedicated,8,amd,ryzen 7,16,TRUE,512,FALSE,16,1920,1080,windows,123010
600,asus,Asus Vivobook Go 15 E510MA-EJ001W Laptop (Celeron N4020/ 4GB/ 256GB TRUE/ Win11 Home),integrated,0,intel,celeron,4,TRUE,256,FALSE,15.6,1920,1080,windows,25990
601,hp,HP Omen 16-wf0055TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home/ 8GB Graph),dedicated,8,intel,core i7,16,TRUE,512,FALSE,16.1,1920,1080,windows,139990
602,acer,Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,intel,core i5,8,TRUE,512,FALSE,15.6,1920,1080,windows,67499
603,acer,Acer Aspire Lite AL15-51 2023 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,35990
604,lenovo,Lenovo Yoga Book 9i 2023 82YQ001DIN Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,1024,TRUE,13.3,2880,1800,windows,225190
605,hp,HP 255 G8 Laptop (AMD Athlon 3050U/ 4GB/ 256GB TRUE/ Win11),integrated,0,amd,other,4,TRUE,256,FALSE,15.6,1920,1080,windows,22990
606,dell,Dell Inspiron 5330 Laptop (13th Gen Core i5/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i5,16,TRUE,512,FALSE,13.3,2560,1600,windows,84490
607,dell,Dell XPS 15 9530 Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win11/ 6GB Graph),dedicated,6,intel,core i7,16,TRUE,1024,TRUE,15.6,3456,2160,windows,257490
608,dell,Dell Inspiron 5330 Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,FALSE,13.3,2560,1600,windows,95990
609,asus,Asus Vivobook 15 X1504ZA-NJ321WS Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,39390
610,dell,Dell Inspiron 5518 D560667WIN9S Laptop (11th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 2GB Graph),dedicated,2,intel,core i5,16,TRUE,512,FALSE,15.6,1920,1080,windows,60900
611,msi,MSI Prestige 14 Evo B12M-472IN Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i5,16,TRUE,512,FALSE,14,1920,1080,windows,81990
612,lenovo,Lenovo IdeaPad Slim 5i 82XF003DIN Laptop (13th Gen Core i7/ 16GB/ 512GB TRUE/ Win11),integrated,0,intel,core i7,16,TRUE,512,FALSE,16,1920,1200,windows,89889
613,dell,Dell Alienware X16 Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB TRUE/ Win 11/ 16GB Graph),dedicated,16,intel,core i9,32,TRUE,2048,FALSE,16,3200,1800,windows,454490
614,dell,Dell Inspiron 5425 Laptop (AMD Ryzen 75825U/ 16GB/ 512GB TRUE/ Win11) 84 votes,integrated,0,amd,ryzen 7,16,TRUE,512,FALSE,14,1920,1080,windows,67890
615,dell,Dell Alienware X16 R1 2023 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB TRUE/ Win 11/ 12GB Graph),dedicated,12,intel,core i9,32,TRUE,1024,FALSE,16,3200,1800,windows,323990
616,dell,Dell Alienware m16 2023 Gaming Laptop (AMD Ryzen 7 7745HX/ 16GB/ 1TB TRUE/ Win 11/ 8GB Graph),dedicated,0,amd,ryzen 7,16,TRUE,1024,FALSE,16,1920,1200,windows,188990
617,msi,MSI Modern 15 B12M-613IN Laptop (12th Gen Core i3/ 8GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,512,FALSE,15.6,1920,1080,windows,36990
618,msi,MSI Creator Pro M16 B13VI-1273IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB TRUE/ Win 11/ 6GB Graph),dedicated,6,intel,core i7,16,TRUE,1024,FALSE,16,1920,1200,windows,159427
619,msi,MSI Prestige 14H B12UCX-412IN Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/Win11 Home/ 4GB Graphic),dedicated,4,intel,core i5,16,TRUE,512,FALSE,14,1920,1200,windows,89990
620,dell,Dell Alienware M18 R1 2023 Gaming Laptop (13th Gen Core i9/ 64GB/ 1TB TRUE/ Win 11/ 16GB Graph),dedicated,16,intel,core i9,4,TRUE,1024,FALSE,18,3200,1800,windows,450990
621,hp,HP 15s-fy5005TU Laptop (12th Gen Core i3/ 8GB/ 1TB TRUE/ Win11 Home),integrated,0,intel,core i3,8,TRUE,1024,FALSE,15.6,1920,1080,windows,43735
622,lenovo,Lenovo Yoga 6 83B2005TIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 5,16,TRUE,512,TRUE,13.3,1920,1200,windows,74990
623,asus,Asus Vivobook 16X 2023 K3605ZF-MBN543WS Laptop (12th Gen Core i5/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i5,16,TRUE,512,FALSE,16,1920,1200,windows,64990
624,asus,Asus Vivobook 16X 2023 K3605ZF-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB TRUE/ Win11 Home/ 4GB Graph),dedicated,4,intel,core i7,16,TRUE,512,FALSE,16,1920,1200,windows,89000
625,lenovo,Lenovo IdeaPad Flex 5 82R900D9IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,amd,ryzen 7,16,TRUE,512,TRUE,14,1920,1200,windows,64990
626,hp,HP 15s-fy5004TU Laptop (12th Gen Core i3/ 16GB/ 512GB TRUE/ Win11 Home),integrated,0,intel,core i3,16,TRUE,512,FALSE,15.6,1920,1080,windows,43400
627,lenovo,Lenovo IdeaPad Slim 3 82XQ008GIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB TRUE/ Win11),integrated,0,amd,ryzen 5,8,TRUE,512,FALSE,15.6,1920,1080,windows,40590
628,asus,Asus Vivobook Pro 15 M6500QC-LK542WS Laptop (AMD R5 5600H/ 16GB/ 512GB TRUE/ Win11/ 4GB Graph),dedicated,4,amd,ryzen 5,16,TRUE,512,FALSE,15.6,1920,1080,windows,70000
